age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
81,5,1,2,no,1,no,no,0,19,8,65,5,-1,0,no
35,7,3,2,no,67,yes,no,0,5,5,192,2,-1,0,no
44,7,1,2,no,0,yes,yes,0,11,5,161,1,-1,0,no
38,4,1,3,no,-558,yes,no,0,21,7,533,1,-1,0,no
49,1,1,2,no,171,no,no,0,4,2,19,3,175,2,no
33,9,0,3,no,696,no,yes,0,5,2,193,1,176,8,no
29,4,1,3,no,361,yes,yes,0,28,7,819,3,-1,0,no
28,9,0,2,no,227,no,no,0,30,4,278,1,-1,0,yes
31,0,1,2,no,236,yes,yes,1,4,5,211,3,-1,0,no
33,4,0,3,no,-53,no,no,0,29,1,617,2,-1,0,no
52,9,1,2,no,192,yes,no,0,23,7,61,2,-1,0,no
43,4,3,3,no,38,yes,no,0,25,7,197,6,-1,0,no
32,6,0,2,no,518,yes,no,0,18,5,34,7,-1,0,no
36,6,1,3,no,16,yes,yes,0,18,7,95,4,-1,0,no
43,1,1,2,no,105,no,yes,0,4,7,668,2,-1,0,no
39,9,1,2,no,1048,no,yes,0,21,7,405,1,-1,0,no
31,9,1,2,no,660,no,no,0,22,6,115,1,-1,0,no
37,10,0,3,yes,0,yes,no,0,10,7,108,1,-1,0,no
47,3,1,1,no,201,yes,no,0,7,8,58,2,382,1,no
37,3,1,1,no,189,no,no,0,8,8,148,4,-1,0,no
43,9,3,2,no,1413,yes,no,1,28,7,75,3,-1,0,no
58,5,3,3,no,264,yes,yes,0,8,7,523,3,-1,0,no
52,2,1,3,no,54,yes,yes,1,18,11,103,1,-1,0,no
50,1,1,1,no,12519,yes,no,0,17,4,146,2,147,4,no
32,7,0,2,no,2881,no,no,0,2,7,356,1,-1,0,yes
42,1,1,1,no,0,yes,no,0,17,7,71,1,-1,0,no
31,0,1,2,no,88,yes,yes,0,8,8,189,2,-1,0,no
36,9,3,3,no,119,no,no,0,23,7,127,8,-1,0,no
51,10,0,3,no,1594,no,no,1,4,2,197,1,-1,0,no
46,9,1,3,no,342,yes,yes,0,5,5,84,1,-1,0,no
26,2,0,3,no,81,no,no,0,21,7,262,3,-1,0,no
41,6,1,3,no,231,no,no,0,7,8,352,2,-1,0,yes
39,9,1,3,no,1161,yes,no,0,9,4,236,1,336,1,no
28,4,0,3,no,231,yes,yes,0,25,7,568,2,-1,0,no
31,4,0,2,no,36,no,no,0,27,8,105,2,-1,0,no
30,9,1,3,no,1570,yes,no,0,26,5,260,1,-1,0,no
35,9,1,3,no,7050,no,no,0,11,8,222,3,182,4,yes
30,9,0,3,no,6619,yes,no,0,21,8,239,8,-1,0,no
32,1,0,2,no,-84,yes,no,0,11,5,426,1,-1,0,no
40,4,0,3,no,1509,no,no,0,12,5,333,1,58,3,no
31,6,1,3,no,1134,no,no,0,6,2,174,2,-1,0,no
33,4,0,3,no,9449,yes,no,0,8,5,428,1,-1,0,no
57,5,1,2,no,374,yes,yes,0,16,7,236,1,-1,0,no
45,9,1,2,no,88,no,no,0,29,8,150,2,-1,0,no
59,4,1,3,no,2764,no,no,0,24,dec,237,1,206,2,no
30,4,0,3,no,2,yes,yes,0,25,7,1031,8,-1,0,yes
33,9,1,3,no,8023,no,no,0,30,11,107,1,105,3,no
83,5,1,2,no,0,no,no,0,18,3,140,10,-1,0,no
33,4,3,3,yes,280,no,yes,0,18,11,155,1,-1,0,no
31,6,1,2,no,33,no,no,0,6,8,165,4,-1,0,no
35,1,3,2,no,275,no,yes,0,10,7,144,5,-1,0,no
32,2,0,3,no,890,yes,yes,0,28,8,27,10,-1,0,no
46,6,1,2,no,548,no,no,0,12,8,1181,4,-1,0,yes
56,9,1,3,no,272,no,no,0,26,8,103,2,-1,0,no
46,4,3,3,no,6269,yes,no,1,18,11,249,3,112,2,no
29,2,1,2,no,178,yes,no,0,5,5,231,4,-1,0,no
60,4,1,1,no,252,yes,yes,0,13,4,123,2,147,3,no
33,3,0,3,no,23663,yes,no,0,16,4,199,2,146,2,no
27,2,0,3,no,81,no,no,0,5,2,197,1,199,3,no
45,7,1,2,no,1343,no,yes,0,8,7,220,1,-1,0,no
58,5,1,2,no,225,no,no,0,7,8,122,6,-1,0,no
58,5,3,1,no,2538,yes,no,0,31,7,307,6,-1,0,no
64,5,1,1,no,43,no,no,0,11,3,117,1,91,1,no
47,9,1,2,no,57,no,no,0,5,5,253,1,342,1,no
40,4,1,3,no,-117,yes,no,0,17,7,770,2,-1,0,no
36,9,3,2,no,666,yes,yes,0,3,4,190,1,133,1,no
28,4,0,3,no,0,yes,no,0,16,7,767,5,-1,0,yes
38,9,0,3,no,25,yes,no,0,1,6,232,2,-1,0,yes
53,2,1,1,no,1034,yes,no,0,19,11,854,2,170,3,no
54,9,1,2,no,0,no,no,1,16,11,986,1,94,8,no
32,4,1,3,no,0,no,no,0,19,11,66,1,-1,0,no
55,4,1,1,no,621,no,yes,0,2,2,114,1,208,1,no
55,5,3,2,no,138,no,no,0,17,7,205,1,-1,0,no
56,9,1,2,no,4063,no,yes,1,28,7,31,4,-1,0,no
44,9,1,2,no,310,yes,no,0,6,2,200,1,253,1,no
41,10,3,2,no,1281,no,no,0,31,7,45,3,-1,0,no
37,9,1,2,no,64,yes,no,0,12,5,239,4,278,2,no
58,4,0,3,no,2,yes,no,1,11,5,168,3,-1,0,no
52,1,1,2,no,60,no,yes,0,26,8,196,2,-1,0,no
31,9,1,2,no,251,no,yes,0,29,8,156,2,-1,0,no
37,6,1,2,no,4153,yes,no,0,31,7,35,16,-1,0,no
30,9,0,3,no,985,yes,no,0,19,2,88,2,-1,0,no
28,7,0,2,no,168,no,no,0,1,6,347,3,140,2,yes
46,7,1,2,no,1550,yes,no,0,16,4,126,2,149,8,no
47,4,1,3,no,7708,yes,no,0,21,11,157,5,-1,0,no
80,4,1,1,no,6483,no,no,1,19,10,123,1,-1,0,no
22,8,0,3,no,1161,no,yes,0,16,6,119,1,-1,0,no
49,4,1,3,no,1430,no,no,0,18,11,231,2,-1,0,no
51,5,1,2,no,35,no,yes,0,8,7,123,4,-1,0,no
41,6,1,3,no,6000,yes,no,0,18,11,265,1,-1,0,no
34,9,1,2,no,0,yes,no,0,15,7,144,1,-1,0,no
35,2,1,3,no,0,no,no,0,5,5,74,1,168,4,no
29,7,1,2,no,3,yes,no,0,10,7,183,1,-1,0,no
40,9,0,3,no,445,yes,no,0,24,7,631,1,-1,0,no
32,4,3,3,no,874,no,no,0,12,8,1282,6,-1,0,yes
33,9,0,3,no,123,no,no,0,19,8,264,1,-1,0,no
35,3,3,2,no,39,no,no,0,31,7,149,2,-1,0,no
28,9,0,3,no,102,no,no,0,28,1,321,2,-1,0,no
25,8,0,2,no,1790,no,no,0,17,4,224,1,322,3,no
56,4,0,3,no,15311,no,no,0,29,4,157,6,-1,0,no
30,0,0,2,no,-635,no,no,0,25,7,250,1,-1,0,no
45,1,1,2,no,115,no,no,0,11,8,209,4,-1,0,no
40,1,1,2,no,498,yes,no,0,8,5,55,2,298,4,no
39,1,1,2,no,1045,yes,yes,0,9,7,290,13,-1,0,no
31,9,0,3,no,-162,yes,no,0,18,5,380,1,-1,0,no
32,4,1,3,no,55,no,no,0,2,2,124,3,-1,0,no
26,9,0,2,no,455,no,no,0,29,1,240,1,182,8,no
31,4,1,3,no,1010,yes,no,0,15,5,385,3,364,9,no
37,4,0,3,no,509,yes,no,0,6,5,133,1,-1,0,no
57,9,1,2,no,3071,yes,yes,0,7,5,63,3,-1,0,no
47,4,0,3,no,153,yes,no,0,18,11,192,2,-1,0,no
48,1,1,1,no,1092,no,yes,0,18,11,79,1,172,8,no
50,4,1,3,no,3463,no,yes,0,28,10,96,1,-1,0,yes
33,0,1,2,no,1158,yes,no,0,20,4,25,2,-1,0,no
28,0,0,2,no,26,yes,no,0,7,5,227,2,-1,0,no
30,7,0,2,no,566,no,no,0,5,2,110,1,-1,0,no
52,9,3,2,no,204,no,no,0,7,8,134,2,-1,0,no
36,9,1,2,no,480,no,no,0,20,10,213,1,-1,0,yes
36,9,0,2,no,1855,yes,no,0,4,2,75,1,273,1,no
46,7,1,2,no,1034,no,no,0,8,8,109,2,-1,0,no
57,4,1,3,no,3250,no,no,0,20,8,162,3,-1,0,no
28,4,0,2,no,1633,no,no,0,5,6,275,1,-1,0,yes
46,7,1,2,no,0,yes,no,0,22,6,154,1,124,1,no
55,5,1,1,no,3334,no,no,0,14,8,632,4,-1,0,yes
33,4,1,3,no,4020,yes,yes,0,15,4,251,1,-1,0,no
53,4,1,2,no,66,no,yes,1,8,7,141,1,-1,0,no
41,9,0,2,no,-41,yes,yes,0,3,4,154,1,-1,0,no
60,1,1,2,no,322,yes,no,0,7,5,63,1,-1,0,no
35,2,1,1,no,2643,no,yes,0,8,7,259,1,-1,0,no
46,0,1,2,no,3098,yes,no,1,21,11,192,9,-1,0,no
53,9,1,2,no,65,no,no,0,25,8,41,2,-1,0,no
32,0,0,2,no,739,yes,no,0,20,11,91,3,-1,0,no
48,4,1,3,no,1167,yes,yes,0,1,6,264,1,-1,0,yes
50,0,1,2,no,231,yes,no,0,21,11,397,2,-1,0,no
42,2,1,3,no,233,no,no,0,5,2,446,1,-1,0,no
59,0,1,2,no,817,no,no,0,9,4,304,1,-1,0,no
32,4,0,3,no,1831,yes,no,0,20,4,86,2,-1,0,no
35,9,0,2,no,450,yes,no,0,13,5,63,1,-1,0,no
28,7,1,2,no,0,yes,no,0,5,5,335,2,281,8,no
37,4,3,2,no,414,no,no,0,29,1,293,2,162,4,no
55,0,1,1,no,343,yes,no,0,14,7,276,3,-1,0,no
52,4,1,3,no,1944,yes,no,0,15,4,238,3,323,2,no
26,1,0,2,no,-32,yes,yes,0,31,7,14,6,-1,0,no
26,4,0,3,no,350,no,no,0,8,7,367,1,-1,0,no
33,10,1,2,no,2,yes,no,0,16,7,132,1,-1,0,no
28,9,0,2,no,3,no,no,1,18,5,40,8,349,6,no
42,1,1,2,no,352,yes,no,0,11,5,79,3,-1,0,no
37,4,1,3,no,865,yes,no,0,3,6,101,1,-1,0,no
23,8,1,3,yes,-230,yes,no,0,18,5,259,2,-1,0,no
51,4,3,3,no,0,no,no,0,13,8,60,2,-1,0,no
50,1,1,1,no,3924,yes,no,0,20,4,122,2,-1,0,no
43,9,1,2,no,764,yes,no,0,14,7,557,5,-1,0,no
37,1,3,1,no,511,yes,no,1,11,5,42,1,-1,0,no
34,4,0,3,no,4348,yes,no,0,28,8,373,8,-1,0,no
41,4,1,3,no,3016,yes,no,0,14,7,80,3,-1,0,no
26,8,0,2,no,279,no,no,0,7,5,239,3,-1,0,no
58,4,1,2,no,111,no,no,1,24,3,58,2,-1,0,no
50,4,1,3,no,2881,no,no,0,5,8,510,2,2,5,no
30,1,0,2,no,445,yes,no,0,16,4,218,1,330,2,no
40,4,1,2,no,643,yes,no,0,17,4,74,2,256,1,no
57,3,0,2,no,254,no,no,0,8,10,676,1,-1,0,no
40,4,1,3,no,-1212,yes,no,0,15,5,1259,2,333,18,no
41,9,1,2,no,2125,yes,yes,0,21,11,285,3,116,4,no
48,1,1,2,no,-202,yes,yes,0,30,7,225,4,-1,0,no
32,9,0,2,no,271,yes,no,0,13,5,80,2,268,2,no
34,4,1,3,no,703,yes,no,0,14,4,342,1,-1,0,yes
46,1,1,2,no,-216,yes,no,0,28,7,404,3,-1,0,no
45,7,3,2,no,88,no,yes,0,7,7,332,1,-1,0,no
51,0,0,3,no,16,yes,no,0,30,1,158,1,-1,0,no
31,4,1,2,no,466,yes,no,0,14,5,164,1,-1,0,no
47,9,1,2,no,-75,yes,no,0,4,2,57,1,247,1,no
32,1,1,2,no,456,no,no,0,12,5,121,1,-1,0,no
41,9,1,2,no,77,yes,no,0,7,5,56,1,-1,0,no
27,1,0,1,no,1209,no,no,0,29,1,283,1,-1,0,no
27,7,1,2,no,58,yes,no,0,7,5,113,1,337,2,no
50,4,1,2,yes,421,no,no,0,20,11,22,5,-1,0,no
31,4,0,3,no,112,yes,no,0,2,2,159,2,271,1,no
40,6,1,3,no,13669,no,no,0,15,10,138,1,136,8,no
43,4,1,3,no,1429,yes,no,0,19,11,1015,1,198,2,yes
39,9,1,3,no,794,no,no,1,2,2,182,1,-1,0,no
31,2,0,3,no,1957,no,no,0,4,2,112,3,-1,0,no
48,9,1,2,no,454,yes,no,0,10,7,114,1,-1,0,no
32,1,0,1,no,882,no,yes,0,29,7,80,8,-1,0,no
47,10,1,1,no,168,yes,no,1,30,1,66,1,241,1,no
35,4,0,3,no,714,yes,no,0,26,8,135,22,-1,0,no
42,4,0,3,no,0,no,no,0,7,9,99,1,-1,0,no
59,5,1,2,no,163,no,no,0,24,7,464,1,-1,0,no
50,10,1,2,no,1772,no,no,0,29,7,206,4,-1,0,no
27,7,0,2,no,-151,no,no,0,8,7,283,2,-1,0,no
39,7,0,2,no,7066,yes,no,0,15,5,667,3,357,3,yes
31,9,0,3,no,454,no,no,0,4,2,73,3,-1,0,no
42,9,1,2,no,439,no,no,0,20,8,143,2,-1,0,no
59,4,0,2,no,671,yes,yes,0,29,1,219,2,259,5,no
40,7,0,2,no,65,yes,no,0,15,5,15,3,-1,0,no
43,9,1,2,no,-932,yes,no,0,16,4,567,1,-1,0,no
38,9,0,2,no,4366,yes,no,0,29,7,188,2,-1,0,no
54,5,1,1,no,0,yes,no,0,11,7,159,2,-1,0,no
41,1,1,2,no,4900,yes,no,1,31,7,121,2,-1,0,no
55,3,3,1,no,976,no,no,0,28,6,345,1,94,3,yes
46,1,1,2,no,5,no,no,0,18,8,71,3,-1,0,no
36,4,1,2,no,-148,no,no,0,18,11,144,2,-1,0,no
48,9,3,3,no,113,no,yes,0,22,7,38,1,-1,0,no
42,4,1,2,no,-105,yes,no,0,28,8,60,2,-1,0,no
46,4,3,3,no,624,no,no,0,17,9,336,2,183,2,yes
36,1,1,2,no,-461,no,no,0,11,5,254,2,353,1,no
34,9,0,3,no,144,yes,yes,0,14,10,104,1,85,19,no
51,2,3,3,no,4,yes,yes,0,20,4,74,5,-1,0,no
58,1,1,1,no,309,no,no,0,19,8,156,2,-1,0,no
48,4,1,3,no,866,no,no,0,29,1,146,2,-1,0,no
33,1,3,1,no,636,yes,no,0,9,7,211,11,-1,0,no
35,9,1,2,no,141,yes,no,0,19,8,299,2,-1,0,no
56,9,1,2,no,150,yes,yes,0,11,5,102,6,349,1,no
31,3,0,1,no,26965,no,no,0,21,4,654,2,-1,0,yes
33,9,0,2,no,716,yes,no,0,14,5,234,2,-1,0,no
29,9,0,3,no,2485,no,no,1,24,7,48,6,-1,0,no
38,4,0,3,no,15030,yes,no,0,13,5,167,1,174,7,no
37,0,1,2,no,11303,no,no,0,26,5,500,2,-1,0,no
33,2,1,3,no,595,no,no,0,7,8,22,2,-1,0,no
30,4,0,3,no,19358,no,no,0,19,11,258,2,-1,0,no
31,6,0,2,no,203,no,yes,0,19,11,177,1,-1,0,no
26,0,0,2,no,255,no,no,0,30,4,457,1,80,1,yes
31,9,0,2,no,102,yes,no,1,17,4,460,2,345,2,no
50,3,3,1,no,94,yes,no,0,22,7,184,4,-1,0,no
45,2,1,1,no,58,yes,no,1,13,5,119,3,371,3,no
48,4,1,1,no,606,no,no,0,5,3,77,6,-1,0,no
41,9,1,2,no,0,no,yes,0,23,7,107,1,-1,0,no
36,4,1,3,no,9269,yes,yes,0,19,11,107,2,-1,0,no
40,1,1,1,no,1206,no,yes,1,16,7,201,5,-1,0,no
28,4,0,3,no,882,no,yes,0,29,1,94,1,205,2,no
27,8,0,3,no,5291,no,no,0,12,11,192,2,92,2,yes
49,4,0,2,no,61,yes,no,0,29,1,185,2,246,1,no
37,9,1,3,no,0,yes,no,0,17,11,77,1,-1,0,no
31,1,1,2,no,1407,yes,no,0,6,5,142,3,-1,0,no
31,9,0,2,yes,25,no,no,0,2,2,381,1,-1,0,no
31,1,1,2,no,1354,yes,yes,0,17,11,222,2,-1,0,no
35,1,1,1,no,793,yes,no,0,17,4,106,1,-1,0,no
33,9,0,2,no,5235,no,no,0,7,8,67,3,-1,0,no
30,9,0,3,no,3,yes,no,0,6,5,45,2,169,2,no
58,9,0,2,no,409,no,yes,0,14,7,643,2,-1,0,no
34,0,1,3,no,35,yes,no,0,15,10,76,1,69,2,no
45,4,1,3,no,-459,no,no,0,21,8,508,6,-1,0,no
28,7,0,2,no,198,no,no,0,5,7,128,2,-1,0,yes
31,1,1,1,no,99,yes,no,0,17,4,193,2,322,1,no
30,7,0,2,no,3485,no,no,0,2,2,142,2,-1,0,no
41,4,1,3,no,-29,no,no,0,29,1,41,2,266,2,no
33,9,3,2,no,9,no,no,0,21,8,91,2,-1,0,no
33,4,1,2,no,4040,yes,no,0,20,4,132,2,-1,0,no
32,6,0,2,no,1259,no,no,0,25,7,184,2,-1,0,no
25,0,1,2,no,18,yes,no,0,18,7,225,1,-1,0,no
38,9,0,3,no,221,no,no,0,20,8,79,3,-1,0,no
34,4,1,3,no,136,yes,no,0,22,4,156,1,-1,0,no
67,1,1,2,no,16353,no,no,0,27,10,223,2,-1,0,no
45,3,1,1,no,7353,no,no,0,13,8,536,2,-1,0,no
38,0,1,1,no,3913,yes,no,0,20,4,196,2,315,2,no
42,1,1,1,no,-119,yes,no,0,22,7,167,3,-1,0,no
41,0,1,2,no,2993,yes,no,0,22,7,24,12,-1,0,no
39,4,3,3,no,3575,no,yes,0,18,8,74,3,-1,0,no
46,1,1,1,no,2904,no,no,0,20,4,277,2,-1,0,no
50,2,3,3,no,1790,no,yes,0,6,2,748,3,-1,0,no
31,4,1,3,no,8312,no,no,0,29,8,43,13,-1,0,no
34,4,1,3,no,0,yes,no,0,7,8,262,1,99,2,yes
36,4,1,3,no,222,yes,no,0,6,5,317,1,169,2,no
40,1,1,2,no,1451,no,no,0,1,6,314,1,-1,0,yes
41,9,1,2,no,1066,no,no,0,11,2,109,3,-1,0,yes
52,4,1,3,no,3163,no,no,0,25,8,56,6,-1,0,no
33,4,3,2,no,106,no,no,0,20,8,175,3,-1,0,no
44,9,3,2,no,0,no,no,0,12,8,56,2,-1,0,no
55,4,1,3,no,979,no,yes,0,8,7,123,1,-1,0,no
51,0,1,2,no,2662,no,no,1,28,1,148,2,-1,0,no
34,4,0,3,no,84,no,no,0,5,2,231,1,-1,0,no
39,4,0,3,no,816,yes,no,0,27,8,37,3,-1,0,no
27,10,0,2,no,3276,no,no,0,5,8,106,1,110,2,no
37,9,0,3,no,3315,yes,no,0,9,4,820,2,-1,0,no
52,9,1,2,no,196,yes,yes,0,24,2,116,1,273,3,no
41,1,1,2,no,552,yes,no,0,12,5,463,1,-1,0,no
52,0,1,2,no,2347,no,yes,0,12,8,603,3,-1,0,no
53,4,3,1,no,255,no,no,0,19,11,126,1,-1,0,no
33,4,0,3,no,3143,no,no,0,29,6,421,2,-1,0,yes
35,1,1,2,no,6411,yes,yes,0,30,1,144,1,266,2,no
33,4,0,3,no,1909,no,no,0,8,8,191,2,-1,0,no
55,1,1,1,no,3873,no,no,1,21,4,222,1,-1,0,no
58,6,1,1,no,1013,yes,no,0,11,8,206,1,461,1,yes
44,0,1,2,no,262,yes,no,0,9,7,74,1,-1,0,no
37,9,0,2,no,5436,yes,no,0,6,5,7,11,351,1,no
41,1,1,1,no,2067,yes,no,0,15,5,493,7,-1,0,no
34,1,0,2,no,215,no,no,0,3,3,350,3,-1,0,yes
44,6,1,3,no,134,no,no,0,28,8,86,4,-1,0,no
34,2,3,3,no,262,no,no,0,20,11,371,1,-1,0,no
28,1,0,2,no,3412,yes,no,0,15,5,22,4,-1,0,no
37,9,3,2,no,79,no,no,0,21,7,191,1,-1,0,no
59,6,1,3,no,2013,no,no,0,19,2,222,4,94,2,yes
58,1,3,2,no,543,no,yes,1,17,7,264,3,-1,0,no
32,1,0,2,no,604,no,yes,0,28,5,95,3,-1,0,no
42,4,0,3,no,525,no,no,0,13,8,127,2,-1,0,no
52,5,3,1,no,353,no,no,0,31,7,395,4,-1,0,no
46,4,1,3,no,964,yes,no,0,8,4,174,1,-1,0,no
37,0,1,3,no,3913,yes,no,0,27,4,124,1,-1,0,yes
31,0,1,2,no,314,yes,no,0,17,4,279,1,-1,0,no
59,3,1,1,no,0,no,no,0,27,8,76,11,-1,0,no
38,1,1,2,no,1370,yes,no,0,11,5,472,2,-1,0,no
58,4,1,2,no,37,no,no,0,18,8,84,11,-1,0,no
34,4,0,3,no,673,yes,yes,0,20,11,271,1,184,1,no
20,8,0,2,no,291,no,no,1,11,5,172,5,371,5,no
34,9,1,2,no,209,yes,yes,0,8,4,375,2,-1,0,no
31,9,0,3,no,438,yes,no,0,12,8,130,2,-1,0,no
24,1,1,2,no,204,yes,yes,0,17,4,229,3,-1,0,no
41,4,1,3,no,10758,yes,no,0,1,6,288,1,-1,0,no
40,4,1,3,no,5,yes,no,0,18,11,219,3,-1,0,no
23,8,0,2,no,8494,no,no,0,25,8,158,2,-1,0,no
34,4,1,3,no,8,no,no,0,25,8,169,4,-1,0,no
36,0,1,2,no,470,yes,no,0,31,7,101,4,-1,0,no
49,1,1,2,no,-454,yes,no,0,14,5,558,1,-1,0,yes
53,5,1,2,no,665,yes,no,0,22,4,371,2,-1,0,yes
42,9,1,2,no,994,yes,no,0,11,8,149,1,78,5,yes
56,5,1,2,no,1044,no,no,1,3,7,353,2,-1,0,yes
41,3,0,2,no,231,no,no,0,9,7,76,2,-1,0,no
32,9,1,2,no,266,yes,no,0,19,8,168,2,-1,0,no
38,4,1,3,no,-70,yes,no,0,30,1,140,1,2,3,no
29,9,0,2,no,534,yes,no,0,18,5,382,1,-1,0,no
38,0,1,2,no,1852,yes,no,0,15,5,298,2,-1,0,no
42,4,0,2,no,9720,no,no,0,5,8,81,2,-1,0,no
55,1,3,2,no,1613,yes,no,0,3,4,296,1,270,3,yes
39,0,3,2,no,2903,yes,yes,1,25,7,259,2,-1,0,no
30,0,0,2,no,81,yes,no,0,6,8,121,6,112,3,no
41,1,1,2,no,780,yes,no,0,15,5,432,3,-1,0,no
44,10,1,3,no,178,no,no,0,8,8,126,2,-1,0,no
58,4,1,3,no,299,no,no,0,16,7,120,4,-1,0,no
35,5,1,1,no,285,yes,no,0,29,1,136,1,-1,0,no
27,1,1,2,no,872,yes,no,0,17,4,1130,3,-1,0,no
34,7,1,2,no,1337,no,no,0,17,dec,330,2,127,3,yes
25,7,1,2,no,72,yes,no,0,23,7,305,2,-1,0,no
30,0,1,2,no,11,yes,no,0,11,5,157,1,-1,0,no
47,1,3,2,yes,-535,yes,no,0,30,7,71,2,-1,0,no
41,7,3,2,no,787,yes,no,0,8,5,297,2,-1,0,no
36,4,0,3,no,3343,no,no,0,18,11,307,1,-1,0,no
63,2,1,2,no,3904,no,no,1,4,8,250,2,187,2,yes
23,4,0,3,no,736,yes,no,0,30,4,119,1,-1,0,no
32,4,1,3,no,1390,no,no,0,7,8,116,2,-1,0,no
57,5,1,1,no,808,no,no,1,7,7,274,1,-1,0,no
48,4,1,3,no,1147,no,no,0,5,8,389,1,64,2,yes
49,7,1,2,no,1122,no,no,0,4,8,143,1,-1,0,no
30,10,1,3,no,0,yes,no,0,18,11,756,1,-1,0,no
38,9,1,2,no,740,no,no,0,7,8,259,3,-1,0,no
44,4,1,2,no,8262,yes,no,0,23,7,201,16,-1,0,no
36,1,1,2,no,1049,yes,no,0,14,5,224,4,-1,0,yes
38,1,1,2,no,0,yes,no,0,13,5,57,5,349,1,no
30,4,0,3,no,726,yes,no,0,16,4,39,1,342,3,no
38,0,1,3,no,1988,no,no,0,27,3,164,2,130,2,yes
32,9,0,3,no,0,no,no,0,7,8,268,2,-1,0,no
50,0,3,2,no,202,no,yes,0,17,11,148,1,-1,0,no
48,0,1,2,no,112,no,no,0,18,8,139,5,-1,0,no
57,3,1,1,no,50,no,no,0,18,8,89,3,-1,0,no
64,3,1,1,no,768,no,no,0,15,7,250,2,182,1,no
33,1,1,2,no,661,yes,no,0,18,7,968,1,-1,0,yes
50,6,1,2,no,3025,no,yes,0,6,8,168,3,-1,0,no
47,6,1,3,no,751,no,no,0,24,7,408,14,-1,0,no
39,4,0,3,no,416,no,no,0,23,10,56,4,-1,0,no
52,7,1,1,no,14,no,yes,0,28,7,55,5,-1,0,no
50,1,1,1,no,0,no,no,0,11,8,72,5,-1,0,no
47,9,1,2,no,599,yes,no,0,13,8,99,3,-1,0,no
30,4,0,3,no,-218,yes,no,0,27,8,13,15,-1,0,no
32,9,0,3,no,1012,no,no,0,14,4,178,1,-1,0,no
46,9,1,3,no,217,yes,no,0,14,5,141,1,346,2,no
45,4,3,3,no,2096,no,no,0,21,11,127,1,100,2,no
37,9,0,2,no,0,no,no,0,4,8,69,2,-1,0,no
59,4,1,3,no,1831,no,no,0,17,2,122,1,92,1,no
28,4,1,3,no,1480,yes,no,0,18,5,143,1,-1,0,no
48,4,1,3,no,7289,yes,no,0,2,2,316,3,-1,0,no
37,1,0,1,no,851,yes,no,0,15,5,151,1,352,1,no
41,4,1,3,no,2885,no,no,0,19,11,40,1,-1,0,no
34,1,0,2,no,1239,yes,no,0,18,7,90,1,-1,0,no
43,4,0,3,no,146,no,no,0,21,11,50,1,113,5,no
59,9,1,2,no,1,no,no,0,15,4,159,2,378,3,yes
50,1,3,1,no,-10,no,yes,0,10,7,369,6,-1,0,no
37,9,1,2,no,480,no,no,0,22,10,344,2,182,8,yes
35,9,1,2,no,2789,yes,no,0,4,9,256,2,94,1,no
50,9,0,2,no,3897,no,no,0,26,10,298,1,-1,0,no
36,9,3,2,no,487,no,yes,0,11,8,268,3,-1,0,no
41,0,1,2,no,5110,yes,no,0,13,4,231,1,-1,0,no
42,9,0,3,no,-411,yes,no,0,12,5,78,5,292,3,no
28,4,0,3,no,4937,yes,no,1,13,5,421,3,-1,0,no
48,2,1,2,no,725,no,yes,0,10,7,105,1,-1,0,no
32,9,1,3,no,4089,no,no,0,26,5,114,7,287,3,no
35,9,1,3,no,188,no,no,0,26,8,286,2,-1,0,no
77,5,1,2,no,610,no,no,0,13,8,766,3,-1,0,no
43,9,3,2,no,167,no,no,0,4,8,211,3,-1,0,no
36,4,0,3,no,243,yes,no,0,7,5,160,2,360,3,no
29,4,1,3,no,877,no,no,0,3,2,166,3,-1,0,no
32,0,0,2,no,2817,yes,no,0,21,11,195,1,-1,0,no
41,4,3,3,no,4567,yes,yes,0,16,7,106,1,-1,0,no
26,7,0,2,no,127,yes,yes,0,23,7,85,3,-1,0,no
34,1,1,1,no,176,no,no,0,24,7,78,1,-1,0,no
36,7,0,2,no,1482,yes,no,0,18,11,177,2,174,1,no
35,9,3,2,no,56,no,no,0,29,8,24,12,-1,0,no
60,4,3,3,no,366,no,no,0,3,6,593,1,-1,0,yes
57,3,1,1,no,501,yes,yes,0,7,8,59,2,-1,0,no
48,4,1,3,no,998,yes,no,0,29,1,121,3,-1,0,no
59,6,1,1,no,0,yes,no,1,28,7,97,2,-1,0,no
39,4,1,3,no,246,no,no,0,11,8,86,2,-1,0,no
44,1,1,2,no,-182,yes,yes,0,14,5,10,10,-1,0,no
27,4,0,3,no,446,no,no,0,23,6,205,3,-1,0,no
36,9,3,2,no,5957,yes,no,0,18,11,138,2,-1,0,no
44,0,1,2,no,205,no,no,0,3,11,289,1,-1,0,yes
50,0,1,2,no,0,no,no,0,4,8,86,4,-1,0,no
41,4,3,3,no,369,yes,no,1,22,8,9,3,-1,0,no
47,0,1,2,no,1934,no,yes,0,14,5,225,1,364,1,no
32,9,0,3,no,259,no,no,0,22,7,407,4,-1,0,no
38,4,0,3,no,1373,no,no,0,22,10,119,4,-1,0,no
31,4,0,3,no,62,yes,no,0,18,5,175,1,293,5,no
29,10,0,3,no,991,no,no,0,5,2,563,1,-1,0,no
